ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0042326	332	7	19	4	48	7	3	false	0.005305078407072599	0.07211611522315794	1.3581591792980692E-8	"negative regulation of phosphorylation"
GO:0032268	332	58	19	7	181	9	3	false	0.005330544408819067	0.07211611522315794	7.851737058026464E-49	"regulation of cellular protein metabolic process"
GO:0010389	332	14	19	10	20	10	3	false	0.005417956656346774	0.07260061919504676	2.579979360165124E-5	"regulation of G2/M transition of mitotic cell cycle"
GO:0051246	332	62	19	7	192	9	4	false	0.0056742977247129745	0.07531827262897316	5.732777682877432E-52	"regulation of protein metabolic process"
GO:0031023	332	9	19	4	186	18	3	false	0.0058068237665016426	0.07635701906044683	1.6577305698213438E-15	"microtubule organizing center organization"
GO:0050891	332	4	19	3	17	3	3	false	0.005882352941176469	0.07663398692810455	4.201680672268905E-4	"multicellular organismal water homeostasis"
GO:0044092	332	22	19	5	317	19	2	false	0.006147572609589912	0.07935444643755052	2.2456583069159364E-34	"negative regulation of molecular function"
GO:0016192	332	68	19	11	140	13	1	false	0.006234950629365514	0.07975068668652072	1.1280901237497449E-41	"vesicle-mediated transport"
GO:0045936	332	9	19	4	62	7	3	false	0.006364002620337977	0.08066803321455436	4.9293643603834417E-11	"negative regulation of phosphate metabolic process"
GO:0060090	332	13	19	4	289	19	1	false	0.00659985035876896	0.08291062013203507	8.347380156716402E-23	"molecular adaptor activity"
GO:0043085	332	25	19	4	184	7	3	false	0.007139501323592536	0.08889626869287344	2.0511226784783104E-31	"positive regulation of catalytic activity"
GO:0004860	332	3	19	3	21	5	4	false	0.007518796992481177	0.09241984043103182	7.518796992481195E-4	"protein kinase inhibitor activity"
GO:0098772	332	23	19	5	317	19	2	false	0.007553860447454627	0.09241984043103182	1.7508522392903128E-35	"molecular function regulator"
GO:0033673	332	4	19	3	32	5	4	false	0.0076473859844271835	0.09275751793180213	2.780867630700786E-5	"negative regulation of kinase activity"
GO:0004672	332	21	19	5	87	7	4	false	0.008102588537890582	0.09721058061907815	1.3194638597740655E-20	"protein kinase activity"
GO:0000226	332	30	19	15	43	16	2	false	0.0081526997249831	0.09721058061907815	2.7339698472840953E-11	"microtubule cytoskeleton organization"
GO:0000922	332	8	19	3	320	19	2	false	0.008270407474225082	0.0977854060187789	4.005178330729972E-16	"spindle pole"
GO:0001933	332	6	19	4	35	7	4	false	0.008517336553389621	0.09900046797823603	6.160822100101017E-7	"negative regulation of protein phosphorylation"
GO:0034765	332	7	19	3	30	3	3	false	0.008620689655172407	0.09900046797823603	4.912073877591098E-7	"regulation of ion transmembrane transport"
GO:0071702	332	99	19	13	140	13	1	false	0.00862069819026997	0.09900046797823603	2.3191166339177585E-36	"organic substance transport"
GO:0033762	332	3	19	3	15	4	1	false	0.008791208791208786	0.09900046797823603	0.002197802197802196	"response to glucagon"
GO:0097712	332	12	19	11	15	11	2	false	0.008791208791208786	0.09900046797823603	0.002197802197802196	"vesicle targeting, trans-Golgi to periciliary membrane compartment"
GO:0033036	332	116	19	14	160	14	1	false	0.008795350744335113	0.09900046797823603	1.9131141213004037E-40	"macromolecule localization"
GO:0034762	332	8	19	3	69	5	2	false	0.009503570445662947	0.10571838965832868	1.195964289497527E-10	"regulation of transmembrane transport"
GO:1990716	332	3	19	2	320	19	2	false	0.009692730821552522	0.10571838965832868	1.84834683858748E-7	"axonemal central apparatus"
GO:0097540	332	3	19	2	320	19	4	false	0.009692730821552522	0.10571838965832868	1.84834683858748E-7	"axonemal central pair"
GO:0097545	332	3	19	2	320	19	4	false	0.009692730821552522	0.10571838965832868	1.84834683858748E-7	"axonemal outer doublet"
GO:0051650	332	19	19	11	30	12	3	false	0.010194902548725545	0.11034021450812956	1.830586538232703E-8	"establishment of vesicle localization"
GO:0097711	332	10	19	10	14	11	2	false	0.010989010989010973	0.11802701115678198	9.990009990009992E-4	"ciliary basal body-plasma membrane docking"
GO:0030286	332	3	19	2	40	3	2	false	0.011336032388664017	0.11921642354427434	1.012145748987859E-4	"dynein complex"
GO:0002027	332	3	19	2	88	6	2	false	0.01139097470292321	0.11921642354427434	9.112779762338636E-6	"regulation of heart rate"
GO:0098589	332	13	19	4	234	18	2	false	0.011437950688914988	0.11921642354427434	1.386397407281947E-21	"membrane region"
GO:0006996	332	147	19	18	186	18	1	false	0.011438676033032719	0.11921642354427434	4.594775237629756E-41	"organelle organization"
GO:1902749	332	14	19	10	22	11	2	false	0.011867905056759545	0.12278045893279911	3.1272477092910503E-6	"regulation of cell cycle G2/M phase transition"
GO:0051347	332	11	19	3	90	5	3	false	0.01217078291269823	0.12493133326116884	2.403574918861434E-14	"positive regulation of transferase activity"
GO:0003008	332	33	19	6	121	9	1	false	0.01231792917403203	0.12493133326116884	1.9898014515630942E-30	"system process"
GO:0043549	332	12	19	5	43	7	3	false	0.012342185730847527	0.12493133326116884	6.519466558908247E-11	"regulation of kinase activity"
GO:0051248	332	23	19	4	169	8	4	false	0.012835857974985113	0.12900037264860037	7.115381467800805E-29	"negative regulation of protein metabolic process"
GO:0022898	332	6	19	3	22	3	3	false	0.01298701298701296	0.129593810444874	1.3402490182675911E-5	"regulation of transmembrane transporter activity"
GO:0048871	332	9	19	3	139	9	2	false	0.013140853313533526	0.13020549726860334	2.4404742855690254E-14	"multicellular organismal homeostasis"
GO:0019220	332	35	19	7	62	7	2	false	0.013673388806833038	0.1345346716868118	3.575354141131915E-18	"regulation of phosphate metabolic process"
GO:0032269	332	21	19	4	150	8	4	false	0.01397440082358825	0.13569993646113385	4.448363868085514E-26	"negative regulation of cellular protein metabolic process"
GO:1901990	332	19	19	10	31	11	3	false	0.01398471271276788	0.13569993646113385	7.086141438320131E-9	"regulation of mitotic cell cycle phase transition"
GO:0005516	332	3	19	2	257	19	1	false	0.014901507782100107	0.143228327312032	3.5763332570380576E-7	"calmodulin binding"
GO:1904062	332	6	19	3	21	3	2	false	0.015037593984962409	0.143228327312032	1.842842400117944E-5	"regulation of cation transmembrane transport"
GO:0051173	332	61	19	6	220	9	3	false	0.01506595056302824	0.143228327312032	6.548945862343258E-56	"positive regulation of nitrogen compound metabolic process"
GO:0031401	332	25	19	5	108	8	3	false	0.01569569952867434	0.14821375326741476	4.6201056109383495E-25	"positive regulation of protein modification process"
GO:0048468	332	36	19	4	98	4	3	false	0.016306875436011867	0.1528835489227653	1.2418326181467914E-27	"cell development"
GO:0044297	332	10	19	3	320	19	1	false	0.01640754505141262	0.1528835489227653	3.7149193025568033E-19	"cell body"
GO:0071377	332	3	19	3	12	4	2	false	0.01818181818181816	0.16647370526063943	0.004545454545454539	"cellular response to glucagon stimulus"
GO:0043015	332	3	19	3	12	4	1	false	0.01818181818181816	0.16647370526063943	0.004545454545454539	"gamma-tubulin binding"
GO:0016020	332	234	19	18	320	19	1	false	0.01822100256584113	0.16647370526063943	2.5954870699920162E-80	"membrane"
GO:0016772	332	36	19	5	77	5	1	false	0.0190806523899525	0.17227221015494548	8.571326378648767E-23	"transferase activity, transferring phosphorus-containing groups"
GO:0031325	332	63	19	6	248	10	4	false	0.019100543556625084	0.17227221015494548	1.573808593797414E-60	"positive regulation of cellular metabolic process"
GO:0019900	332	25	19	8	62	11	1	false	0.019457837124936685	0.17437692251455997	6.784005293429779E-18	"kinase binding"
GO:0043412	332	104	19	8	204	9	1	false	0.020218096285344857	0.17919138284009117	7.248316467404357E-61	"macromolecule modification"
GO:0003014	332	8	19	4	33	6	1	false	0.020249772474466594	0.17919138284009117	7.202454365969373E-8	"renal system process"
GO:0042325	332	30	19	7	50	7	2	false	0.020381561084613663	0.1792303527878214	2.1218262567674248E-14	"regulation of phosphorylation"
GO:0032412	332	6	19	3	19	3	3	false	0.020639834881320998	0.18037420918024002	3.685684800235882E-5	"regulation of ion transmembrane transporter activity"
GO:0070887	332	64	19	7	136	8	2	false	0.020886689369698102	0.18140476508126685	2.1234658401598604E-40	"cellular response to chemical stimulus"
GO:0070727	332	84	19	13	126	14	2	false	0.021375596644838513	0.18370513307469055	1.9629795921281835E-34	"cellular macromolecule localization"
GO:0051258	332	10	19	4	33	5	1	false	0.021412680756396057	0.18370513307469055	1.080368154895404E-8	"protein polymerization"
GO:1901698	332	35	19	6	82	7	1	false	0.021835441880613288	0.1861967680365024	5.621776882740478E-24	"response to nitrogen compound"
GO:0051171	332	116	19	8	225	9	2	false	0.022195427689037595	0.18812630577395117	3.8902054744834965E-67	"regulation of nitrogen compound metabolic process"
GO:0035637	332	4	19	2	147	10	2	false	0.02334358400894363	0.19529639926075082	5.355629891698372E-8	"multicellular organismal signaling"
GO:0051641	332	107	19	13	160	14	1	false	0.023500968724270883	0.19529639926075082	1.1120971490625808E-43	"cellular localization"
GO:0080090	332	119	19	8	229	9	2	false	0.02357078373512131	0.19529639926075082	2.6246743713476083E-68	"regulation of primary metabolic process"
GO:0036211	332	99	19	8	156	8	2	false	0.02361891599405361	0.19529639926075082	5.062497877892816E-44	"protein modification process"
GO:0010604	332	63	19	6	208	9	3	false	0.02384226293126929	0.19529639926075082	6.617651107834245E-55	"positive regulation of macromolecule metabolic process"
GO:0006469	332	4	19	3	22	5	4	false	0.02392344497607643	0.19529639926075082	1.3670539986329445E-4	"negative regulation of protein kinase activity"
GO:0033365	332	54	19	12	82	13	1	false	0.024012990101002055	0.19529639926075082	1.48058126695794E-22	"protein localization to organelle"
GO:1903358	332	2	19	2	42	7	2	false	0.02439024390243917	0.19722455845248227	0.0011614401858304456	"regulation of Golgi organization"
GO:0034764	332	4	19	2	53	4	3	false	0.024769060018782284	0.19914324255100954	3.4150089643984966E-6	"positive regulation of transmembrane transport"
GO:0010562	332	17	19	4	101	8	3	false	0.025862186991852124	0.20675055169054513	1.2506260161749607E-19	"positive regulation of phosphorus metabolic process"
GO:0032879	332	61	19	8	239	16	2	false	0.026020533002980017	0.20684118607453608	1.8672097616714306E-58	"regulation of localization"
GO:0034199	332	3	19	3	7	3	1	false	0.02857142857142854	0.22584269662921322	0.02857142857142854	"activation of protein kinase A activity"
GO:0009611	332	18	19	3	84	4	1	false	0.029497782069042758	0.23186245458739196	1.0515531715544869E-18	"response to wounding"
GO:0046873	332	7	19	3	20	3	2	false	0.03070175438596499	0.2388372271045657	1.2899896800825618E-5	"metal ion transmembrane transporter activity"
GO:0051179	332	160	19	14	317	19	1	false	0.030724618412172278	0.2388372271045657	8.483385345403164E-95	"localization"
GO:0050878	332	12	19	3	88	6	1	false	0.03125464057952954	0.2416224137109784	4.8692156198432745E-15	"regulation of body fluid levels"
GO:0032870	332	18	19	5	55	7	3	false	0.03166142034066523	0.24342960884872117	6.940602659571837E-15	"cellular response to hormone stimulus"
GO:0051339	332	3	19	2	52	6	2	false	0.03212669683257877	0.2456644698012953	4.524886877828034E-5	"regulation of lyase activity"
GO:0036477	332	22	19	4	320	19	1	false	0.03277405560955708	0.24925997968998276	1.8123426840312997E-34	"somatodendritic compartment"
GO:0071944	332	181	19	15	320	19	1	false	0.03358870412204318	0.2538814673072599	1.6523234958712685E-94	"cell periphery"
GO:0032270	332	36	19	5	153	9	4	false	0.03374849122951905	0.2538814673072599	7.360603173988244E-36	"positive regulation of cellular protein metabolic process"
GO:0016788	332	18	19	3	80	4	1	false	0.03392303898632897	0.2538814673072599	2.8152027084963723E-18	"hydrolase activity, acting on ester bonds"
GO:0045184	332	91	19	12	151	14	2	false	0.034656321782199864	0.2572457576963048	1.304012256873343E-43	"establishment of protein localization"
GO:0030291	332	2	19	2	19	4	3	false	0.03508771929824546	0.2572457576963048	0.005847953216374287	"protein serine/threonine kinase inhibitor activity"
GO:0048518	332	113	19	11	317	19	2	false	0.03508867324920407	0.2572457576963048	4.538687372031908E-89	"positive regulation of biological process"
GO:0050817	332	11	19	3	121	9	1	false	0.03510389870482625	0.2572457576963048	7.832387134463379E-16	"coagulation"
GO:0043197	332	6	19	3	24	4	3	false	0.035290796160361015	0.2572753896250153	7.429641296918117E-6	"dendritic spine"
GO:0005875	332	3	19	2	155	18	2	false	0.035777126099704654	0.2594763733107446	1.6428858933601672E-6	"microtubule associated complex"
GO:0007346	332	24	19	11	43	14	2	false	0.03738965393952344	0.2697807338097922	1.2492622608986976E-12	"regulation of mitotic cell cycle"
GO:0043269	332	12	19	3	66	5	2	false	0.038306451612902616	0.27331002331002296	2.0313314671909017E-13	"regulation of ion transport"
GO:0016849	332	3	19	2	13	2	1	false	0.03846153846153835	0.27331002331002296	0.0034965034965034974	"phosphorus-oxygen lyase activity"
GO:0032588	332	1	19	1	26	1	2	false	0.03846153846153841	0.27331002331002296	0.03846153846153841	"trans-Golgi network membrane"
GO:0060255	332	119	19	8	213	9	2	false	0.03979840369209175	0.2813887135415733	6.011846432892902E-63	"regulation of macromolecule metabolic process"
GO:0099081	332	30	19	9	41	9	1	false	0.04083748477012886	0.28729170535785653	3.16509586166351E-10	"supramolecular polymer"
GO:0070613	332	1	19	1	24	1	3	false	0.04166666666666653	0.29022277227722676	0.04166666666666653	"regulation of protein processing"
GO:0022612	332	1	19	1	24	1	2	false	0.04166666666666653	0.29022277227722676	0.04166666666666653	"gland morphogenesis"
GO:0044057	332	9	19	3	80	8	2	false	0.04220818052491624	0.29254635467269535	4.31219800955039E-12	"regulation of system process"
GO:1903561	332	61	19	7	94	7	2	false	0.04262176720808952	0.29388736299000473	4.0533542331974894E-26	"extracellular vesicle"
GO:0048839	332	1	19	1	93	4	2	false	0.043010752688171575	0.29388736299000473	0.010752688172042854	"inner ear development"
GO:0051247	332	41	19	5	165	9	4	false	0.04302828484430773	0.29388736299000473	9.289284022635263E-40	"positive regulation of protein metabolic process"
GO:2001244	332	1	19	1	23	1	4	false	0.043478260869565216	0.295526149968494	0.043478260869565216	"positive regulation of intrinsic apoptotic signaling pathway"
GO:0009725	332	23	19	5	66	7	2	false	0.04490421056556757	0.3037510782007383	2.8692402186112197E-18	"response to hormone"
GO:0033043	332	32	19	7	157	18	2	false	0.04525876001329554	0.30468457099859725	4.223432505659515E-34	"regulation of organelle organization"
